codes,wav_codes,transcript,normalized_transcript,tokens,duration,gender
803,14772206311947343183.wav,Possible long term health events from excessive drinking can include liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol.,possible long term health events from excessive drinking can include liver damage and even blindness and death the potential danger is increased when consuming illegally produced alcohol,p o s s i b l e | l o n g | t e r m | h e a l t h | e v e n t s | f r o m | e x c e s s i v e | d r i n k i n g | c a n | i n c l u d e | l i v e r | d a m a g e | a n d | e v e n | b l i n d n e s s | a n d | d e a t h | t h e | p o t e n t i a l | d a n g e r | i s | i n c r e a s e d | w h e n | c o n s u m i n g | i l l e g a l l y | p r o d u c e d | a l c o h o l |,210240,FEMALE
590,5137360526331966195.wav,"Many people dream of the day when humans can travel to another star and explore other worlds, some people wonder what's out there some belive that aliens or other life may live on another plant.",many people dream of the day when humans can travel to another star and explore other worlds some people wonder what's out there some belive that aliens or other life may live on another plant,m a n y | p e o p l e | d r e a m | o f | t h e | d a y | w h e n | h u m a n s | c a n | t r a v e l | t o | a n o t h e r | s t a r | a n d | e x p l o r e | o t h e r | w o r l d s | s o m e | p e o p l e | w o n d e r | w h a t ' s | o u t | t h e r e | s o m e | b e l i v e | t h a t | a l i e n s | o r | o t h e r | l i f e | m a y | l i v e | o n | a n o t h e r | p l a n t |,216960,FEMALE
384,15028487129475985282.wav,"This fleet was led by Olaf Trygvasson, a Norwegian with ambitions to reclaim his country from Danish domination.",this fleet was led by olaf trygvasson a norwegian with ambitions to reclaim his country from danish domination,t h i s | f l e e t | w a s | l e d | b y | o l a f | t r y g v a s s o n | a | n o r w e g i a n | w i t h | a m b i t i o n s | t o | r e c l a i m | h i s | c o u n t r y | f r o m | d a n i s h | d o m i n a t i o n |,149760,MALE
614,9278973624878889404.wav,"For a long time during the nineteenth and twentieth centuries, it was believed the first inhabitants of New Zealand were the Maori people, who hunted giant birds called moas.",for a long time during the nineteenth and twentieth centuries it was believed the first inhabitants of new zealand were the maori people who hunted giant birds called moas,f o r | a | l o n g | t i m e | d u r i n g | t h e | n i n e t e e n t h | a n d | t w e n t i e t h | c e n t u r i e s | i t | w a s | b e l i e v e d | t h e | f i r s t | i n h a b i t a n t s | o f | n e w | z e a l a n d | w e r e | t h e | m a o r i | p e o p l e | w h o | h u n t e d | g i a n t | b i r d s | c a l l e d | m o a s |,185280,FEMALE
145,13572764891223456426.wav,"That means everything has to be put back,"" said researcher at the Rift Valley Research Service in Ethiopia and a co-author of the study, Berhane Asfaw.",that means everything has to be put back said researcher at the rift valley research service in ethiopia and a co-author of the study berhane asfaw,t h a t | m e a n s | e v e r y t h i n g | h a s | t o | b e | p u t | b a c k | s a i d | r e s e a r c h e r | a t | t h e | r i f t | v a l l e y | r e s e a r c h | s e r v i c e | i n | e t h i o p i a | a n d | a | c o - a u t h o r | o f | t h e | s t u d y | b e r h a n e | a s f a w |,158400,FEMALE
725,16449163356216073334.wav,"Jardín de la Unión. This space was built as the atrium for a 17th-century convent, of which the Templo de San Diego is the sole surviving building.",jardín de la unión. this space was built as the atrium for a 17th-century convent of which the templo de san diego is the sole surviving building,j a r d í n | d e | l a | u n i ó n . | t h i s | s p a c e | w a s | b u i l t | a s | t h e | a t r i u m | f o r | a | 1 7 t h - c e n t u r y | c o n v e n t | o f | w h i c h | t h e | t e m p l o | d e | s a n | d i e g o | i s | t h e | s o l e | s u r v i v i n g | b u i l d i n g |,206400,MALE
1332,3528221812834309588.wav,"These relationships help in planning, design, and operations of roadway facilities.",these relationships help in planning design and operations of roadway facilities,t h e s e | r e l a t i o n s h i p s | h e l p | i n | p l a n n i n g | d e s i g n | a n d | o p e r a t i o n s | o f | r o a d w a y | f a c i l i t i e s |,129600,FEMALE
1313,9725508442621957221.wav,"He arrived in the US with 4 cents to his name, a book of poetry, and a letter of recommendation from Charles Batchelor (his manager in his previous job) to Thomas Edison.",he arrived in the us with 4 cents to his name a book of poetry and a letter of recommendation from charles batchelor his manager in his previous job to thomas edison,h e | a r r i v e d | i n | t h e | u s | w i t h | 4 | c e n t s | t o | h i s | n a m e | a | b o o k | o f | p o e t r y | a n d | a | l e t t e r | o f | r e c o m m e n d a t i o n | f r o m | c h a r l e s | b a t c h e l o r | h i s | m a n a g e r | i n | h i s | p r e v i o u s | j o b | t o | t h o m a s | e d i s o n |,229440,FEMALE
1288,5404362903981302598.wav,"Books and magazines dealing with wilderness survival are common, but publications dealing with war zones are few.",books and magazines dealing with wilderness survival are common but publications dealing with war zones are few,b o o k s | a n d | m a g a z i n e s | d e a l i n g | w i t h | w i l d e r n e s s | s u r v i v a l | a r e | c o m m o n | b u t | p u b l i c a t i o n s | d e a l i n g | w i t h | w a r | z o n e s | a r e | f e w |,130560,FEMALE
464,5429455687230771401.wav,"Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.",unfortunately when you make a dvd it's borders will most likely be cut too and if the video had subtitles too close to the bottom they won't be fully shown,u n f o r t u n a t e l y | w h e n | y o u | m a k e | a | d v d | i t ' s | b o r d e r s | w i l l | m o s t | l i k e l y | b e | c u t | t o o | a n d | i f | t h e | v i d e o | h a d | s u b t i t l e s | t o o | c l o s e | t o | t h e | b o t t o m | t h e y | w o n ' t | b e | f u l l y | s h o w n |,165120,FEMALE
186,7667928444409932432.wav,He was staying in the team hotel ahead of a match planned for Sunday against Bolonia.,he was staying in the team hotel ahead of a match planned for sunday against bolonia,h e | w a s | s t a y i n g | i n | t h e | t e a m | h o t e l | a h e a d | o f | a | m a t c h | p l a n n e d | f o r | s u n d a y | a g a i n s t | b o l o n i a |,100800,FEMALE
1435,251663849079378689.wav,Most insects have the advantage of being able to fold their wings back along the body.,most insects have the advantage of being able to fold their wings back along the body,m o s t | i n s e c t s | h a v e | t h e | a d v a n t a g e | o f | b e i n g | a b l e | t o | f o l d | t h e i r | w i n g s | b a c k | a l o n g | t h e | b o d y |,84480,MALE
1017,2564286947789157668.wav,The rock band was due to tour the United States and Canada until September 16.,the rock band was due to tour the united states and canada until september 16,t h e | r o c k | b a n d | w a s | d u e | t o | t o u r | t h e | u n i t e d | s t a t e s | a n d | c a n a d a | u n t i l | s e p t e m b e r | 1 6 |,106560,FEMALE
722,16347650380946050401.wav,"The island was first inhabited by the Taínos and Caribes. The Caribes were an Arawakan-speaking people who had arrived around 10,000 BCE.","the island was first inhabited by the taínos and caribes. the caribes were an arawakan-speaking people who had arrived around 10,000 bce","t h e | i s l a n d | w a s | f i r s t | i n h a b i t e d | b y | t h e | t a í n o s | a n d | c a r i b e s . | t h e | c a r i b e s | w e r e | a n | a r a w a k a n - s p e a k i n g | p e o p l e | w h o | h a d | a r r i v e d | a r o u n d | 1 0 , 0 0 0 | b c e |",270720,FEMALE
108,9469667362045681344.wav,"When the capsule gets to Earth and enters the atmosphere, at about 5am (eastern time), it is expected to put on quite a light show for folks in Northern California, Oregon, Nevada, and Utah.",when the capsule gets to earth and enters the atmosphere at about 5am eastern time it is expected to put on quite a light show for folks in northern california oregon nevada and utah,w h e n | t h e | c a p s u l e | g e t s | t o | e a r t h | a n d | e n t e r s | t h e | a t m o s p h e r e | a t | a b o u t | 5 a m | e a s t e r n | t i m e | i t | i s | e x p e c t e d | t o | p u t | o n | q u i t e | a | l i g h t | s h o w | f o r | f o l k s | i n | n o r t h e r n | c a l i f o r n i a | o r e g o n | n e v a d a | a n d | u t a h |,225600,MALE
217,9825275346639545237.wav,"Squash, karate and roller sports tried to get onto the Olympic program as well as baseball and softball, which were voted out of the Olympic Games in 2005.",squash karate and roller sports tried to get onto the olympic program as well as baseball and softball which were voted out of the olympic games in 2005,s q u a s h | k a r a t e | a n d | r o l l e r | s p o r t s | t r i e d | t o | g e t | o n t o | t h e | o l y m p i c | p r o g r a m | a s | w e l l | a s | b a s e b a l l | a n d | s o f t b a l l | w h i c h | w e r e | v o t e d | o u t | o f | t h e | o l y m p i c | g a m e s | i n | 2 0 0 5 |,249600,MALE
8,17069233203436553153.wav,"The protest started around 11:00 local time (UTC+1) on Whitehall opposite the police-guarded entrance to Downing Street, the Prime Minister's official residence.",the protest started around 11:00 local time utc+1 on whitehall opposite the police-guarded entrance to downing street the prime minister's official residence,t h e | p r o t e s t | s t a r t e d | a r o u n d | 1 1 : 0 0 | l o c a l | t i m e | u t c + 1 | o n | w h i t e h a l l | o p p o s i t e | t h e | p o l i c e - g u a r d e d | e n t r a n c e | t o | d o w n i n g | s t r e e t | t h e | p r i m e | m i n i s t e r ' s | o f f i c i a l | r e s i d e n c e |,174720,FEMALE
367,6458390078420808919.wav,"The major organ of the circulatory system is the heart, which pumps the blood.",the major organ of the circulatory system is the heart which pumps the blood,t h e | m a j o r | o r g a n | o f | t h e | c i r c u l a t o r y | s y s t e m | i s | t h e | h e a r t | w h i c h | p u m p s | t h e | b l o o d |,95040,MALE
1426,15369199871461233181.wav,Reindeer husbandry is an important livelihood among the Sámi and the culture surrounding the trade is important also for many with other professions.,reindeer husbandry is an important livelihood among the sámi and the culture surrounding the trade is important also for many with other professions,r e i n d e e r | h u s b a n d r y | i s | a n | i m p o r t a n t | l i v e l i h o o d | a m o n g | t h e | s á m i | a n d | t h e | c u l t u r e | s u r r o u n d i n g | t h e | t r a d e | i s | i m p o r t a n t | a l s o | f o r | m a n y | w i t h | o t h e r | p r o f e s s i o n s |,171840,MALE
55,4245745995834457240.wav,"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Australia.",peter costello australian treasurer and the man most likely to succeed prime minister john howard as liberal party leader has thrown his support behind a nuclear power industry in australia,p e t e r | c o s t e l l o | a u s t r a l i a n | t r e a s u r e r | a n d | t h e | m a n | m o s t | l i k e l y | t o | s u c c e e d | p r i m e | m i n i s t e r | j o h n | h o w a r d | a s | l i b e r a l | p a r t y | l e a d e r | h a s | t h r o w n | h i s | s u p p o r t | b e h i n d | a | n u c l e a r | p o w e r | i n d u s t r y | i n | a u s t r a l i a |,249600,MALE
534,5546526544558240110.wav,"The game is played on grass, and the grass around the hole is mown shorter and called the green.",the game is played on grass and the grass around the hole is mown shorter and called the green,t h e | g a m e | i s | p l a y e d | o n | g r a s s | a n d | t h e | g r a s s | a r o u n d | t h e | h o l e | i s | m o w n | s h o r t e r | a n d | c a l l e d | t h e | g r e e n |,139200,FEMALE
32,9327034232352173764.wav,"Piquet Jr. crashed in the 2008 Singapore Grand Prix just after an early pit stop for Fernando Alonso, bringing out the safety car.",piquet jr crashed in the 2008 singapore grand prix just after an early pit stop for fernando alonso bringing out the safety car,p i q u e t | j r | c r a s h e d | i n | t h e | 2 0 0 8 | s i n g a p o r e | g r a n d | p r i x | j u s t | a f t e r | a n | e a r l y | p i t | s t o p | f o r | f e r n a n d o | a l o n s o | b r i n g i n g | o u t | t h e | s a f e t y | c a r |,203520,MALE
798,6670426281525845279.wav,"If traveling with a laptop or tablet, store a copy in its memory or disc (accessible without the internet).",if traveling with a laptop or tablet store a copy in its memory or disc accessible without the internet,i f | t r a v e l i n g | w i t h | a | l a p t o p | o r | t a b l e t | s t o r e | a | c o p y | i n | i t s | m e m o r y | o r | d i s c | a c c e s s i b l e | w i t h o u t | t h e | i n t e r n e t |,130560,MALE
1018,2743788271280583749.wav,"Travel agents usually offer packages that include breakfast, transportation arrangements to/from the airport or even combined flight and hotel packages.",travel agents usually offer packages that include breakfast transportation arrangements to/from the airport or even combined flight and hotel packages,t r a v e l | a g e n t s | u s u a l l y | o f f e r | p a c k a g e s | t h a t | i n c l u d e | b r e a k f a s t | t r a n s p o r t a t i o n | a r r a n g e m e n t s | t o / f r o m | t h e | a i r p o r t | o r | e v e n | c o m b i n e d | f l i g h t | a n d | h o t e l | p a c k a g e s |,168960,FEMALE
938,4982808477599308969.wav,"In some federal countries, such as the United States and Canada, income tax is levied both at the federal level and at the local level, so the rates and brackets can vary from region to region.",in some federal countries such as the united states and canada income tax is levied both at the federal level and at the local level so the rates and brackets can vary from region to region,i n | s o m e | f e d e r a l | c o u n t r i e s | s u c h | a s | t h e | u n i t e d | s t a t e s | a n d | c a n a d a | i n c o m e | t a x | i s | l e v i e d | b o t h | a t | t h e | f e d e r a l | l e v e l | a n d | a t | t h e | l o c a l | l e v e l | s o | t h e | r a t e s | a n d | b r a c k e t s | c a n | v a r y | f r o m | r e g i o n | t o | r e g i o n |,185280,FEMALE
1275,1882949752529965628.wav,"In contrast, animal foods (ants, termites, eggs) not only are easily digestible, but they provide high-quantity proteins that contain all the essential amino acids.",in contrast animal foods ants termites eggs not only are easily digestible but they provide high-quantity proteins that contain all the essential amino acids,i n | c o n t r a s t | a n i m a l | f o o d s | a n t s | t e r m i t e s | e g g s | n o t | o n l y | a r e | e a s i l y | d i g e s t i b l e | b u t | t h e y | p r o v i d e | h i g h - q u a n t i t y | p r o t e i n s | t h a t | c o n t a i n | a l l | t h e | e s s e n t i a l | a m i n o | a c i d s |,194880,MALE
85,338609111372907036.wav,"In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.",in addition to the crushing ice extreme weather conditions have been hampering rescue efforts,i n | a d d i t i o n | t o | t h e | c r u s h i n g | i c e | e x t r e m e | w e a t h e r | c o n d i t i o n s | h a v e | b e e n | h a m p e r i n g | r e s c u e | e f f o r t s |,97920,FEMALE
1041,5804031372095387870.wav,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",like some other experts he is skeptical about whether diabetes can be cured noting that these findings have no relevance to people who already have type 1 diabetes,l i k e | s o m e | o t h e r | e x p e r t s | h e | i s | s k e p t i c a l | a b o u t | w h e t h e r | d i a b e t e s | c a n | b e | c u r e d | n o t i n g | t h a t | t h e s e | f i n d i n g s | h a v e | n o | r e l e v a n c e | t o | p e o p l e | w h o | a l r e a d y | h a v e | t y p e | 1 | d i a b e t e s |,241920,FEMALE
1460,12865665013494104986.wav,"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""",in an interview he said the new variant was very highly troubling and alarming because of the very high fatality rate,i n | a n | i n t e r v i e w | h e | s a i d | t h e | n e w | v a r i a n t | w a s | v e r y | h i g h l y | t r o u b l i n g | a n d | a l a r m i n g | b e c a u s e | o f | t h e | v e r y | h i g h | f a t a l i t y | r a t e |,122880,MALE
170,3305228357441423623.wav,"Perry specifically said, ""There are few places in the world better equipped to meet the challenge that is posed in this case.""",perry specifically said there are few places in the world better equipped to meet the challenge that is posed in this case,p e r r y | s p e c i f i c a l l y | s a i d | t h e r e | a r e | f e w | p l a c e s | i n | t h e | w o r l d | b e t t e r | e q u i p p e d | t o | m e e t | t h e | c h a l l e n g e | t h a t | i s | p o s e d | i n | t h i s | c a s e |,129600,FEMALE
1504,14578129365325187019.wav,"Congress lacked any power to impose taxes, and, because there was no national executive or judiciary, it relied on state authorities, who were often uncooperative, to enforce all its acts.",congress lacked any power to impose taxes and because there was no national executive or judiciary it relied on state authorities who were often uncooperative to enforce all its acts,c o n g r e s s | l a c k e d | a n y | p o w e r | t o | i m p o s e | t a x e s | a n d | b e c a u s e | t h e r e | w a s | n o | n a t i o n a l | e x e c u t i v e | o r | j u d i c i a r y | i t | r e l i e d | o n | s t a t e | a u t h o r i t i e s | w h o | w e r e | o f t e n | u n c o o p e r a t i v e | t o | e n f o r c e | a l l | i t s | a c t s |,330240,MALE
317,471884140110009152.wav,"He has also been accused previously of copyright infringement, but was not charged.",he has also been accused previously of copyright infringement but was not charged,h e | h a s | a l s o | b e e n | a c c u s e d | p r e v i o u s l y | o f | c o p y r i g h t | i n f r i n g e m e n t | b u t | w a s | n o t | c h a r g e d |,91200,MALE
1279,1229855771056736148.wav,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.",after a week of losses in the midterm election bush told an audience about the expansion of trade in asia,a f t e r | a | w e e k | o f | l o s s e s | i n | t h e | m i d t e r m | e l e c t i o n | b u s h | t o l d | a n | a u d i e n c e | a b o u t | t h e | e x p a n s i o n | o f | t r a d e | i n | a s i a |,129600,FEMALE
1190,11529505759785061714.wav,Several Bishkek residents blamed protesters from the south for the lawlessness.,several bishkek residents blamed protesters from the south for the lawlessness,s e v e r a l | b i s h k e k | r e s i d e n t s | b l a m e d | p r o t e s t e r s | f r o m | t h e | s o u t h | f o r | t h e | l a w l e s s n e s s |,121920,FEMALE
294,8991151921153869741.wav,The clouds presented the potential for confusion as to whether an actual eruption had taken place.,the clouds presented the potential for confusion as to whether an actual eruption had taken place,t h e | c l o u d s | p r e s e n t e d | t h e | p o t e n t i a l | f o r | c o n f u s i o n | a s | t o | w h e t h e r | a n | a c t u a l | e r u p t i o n | h a d | t a k e n | p l a c e |,111360,MALE
831,8781798431543386023.wav,In some cross-border trains inspections are done on the running train and you should have valid ID with you when boarding one of those trains.,in some cross-border trains inspections are done on the running train and you should have valid id with you when boarding one of those trains,i n | s o m e | c r o s s - b o r d e r | t r a i n s | i n s p e c t i o n s | a r e | d o n e | o n | t h e | r u n n i n g | t r a i n | a n d | y o u | s h o u l d | h a v e | v a l i d | i d | w i t h | y o u | w h e n | b o a r d i n g | o n e | o f | t h o s e | t r a i n s |,165120,FEMALE
1489,13277111497820594795.wav,Fluke wrote that the efforts by some to drown out women from speaking out about women’s health were unsuccessful.,fluke wrote that the efforts by some to drown out women from speaking out about women's health were unsuccessful,f l u k e | w r o t e | t h a t | t h e | e f f o r t s | b y | s o m e | t o | d r o w n | o u t | w o m e n | f r o m | s p e a k i n g | o u t | a b o u t | w o m e n ' s | h e a l t h | w e r e | u n s u c c e s s f u l |,105600,FEMALE
94,12527013308735814837.wav,"This contradicts earlier reports, which said that cancelling the runoff would have been against the constitution.",this contradicts earlier reports which said that cancelling the runoff would have been against the constitution,t h i s | c o n t r a d i c t s | e a r l i e r | r e p o r t s | w h i c h | s a i d | t h a t | c a n c e l l i n g | t h e | r u n o f f | w o u l d | h a v e | b e e n | a g a i n s t | t h e | c o n s t i t u t i o n |,120960,MALE
212,13950028962697944992.wav,"No major injuries were reported, but at least five people on scene at the time of the explosion were treated for symptoms of shock.",no major injuries were reported but at least five people on scene at the time of the explosion were treated for symptoms of shock,n o | m a j o r | i n j u r i e s | w e r e | r e p o r t e d | b u t | a t | l e a s t | f i v e | p e o p l e | o n | s c e n e | a t | t h e | t i m e | o f | t h e | e x p l o s i o n | w e r e | t r e a t e d | f o r | s y m p t o m s | o f | s h o c k |,128640,MALE
243,613354816314002639.wav,"Besides carrying three important scientific instruments, the lunar probe also carried the image of the Indian national flag, painted on all sides.",besides carrying three important scientific instruments the lunar probe also carried the image of the indian national flag painted on all sides,b e s i d e s | c a r r y i n g | t h r e e | i m p o r t a n t | s c i e n t i f i c | i n s t r u m e n t s | t h e | l u n a r | p r o b e | a l s o | c a r r i e d | t h e | i m a g e | o f | t h e | i n d i a n | n a t i o n a l | f l a g | p a i n t e d | o n | a l l | s i d e s |,159360,FEMALE
1323,14585053900598774284.wav,But the consumer market on laptop computer will be radically varied and changed after ASUS was awarded in the 2007 Taiwan Sustainable Award by Executive Yuan of the Republic of China.,but the consumer market on laptop computer will be radically varied and changed after asus was awarded in the 2007 taiwan sustainable award by executive yuan of the republic of china,b u t | t h e | c o n s u m e r | m a r k e t | o n | l a p t o p | c o m p u t e r | w i l l | b e | r a d i c a l l y | v a r i e d | a n d | c h a n g e d | a f t e r | a s u s | w a s | a w a r d e d | i n | t h e | 2 0 0 7 | t a i w a n | s u s t a i n a b l e | a w a r d | b y | e x e c u t i v e | y u a n | o f | t h e | r e p u b l i c | o f | c h i n a |,217920,MALE
117,8184655815718753722.wav,Scientists have suspected Enceladus as geologically active and a possible source of Saturn's icy E ring.,scientists have suspected enceladus as geologically active and a possible source of saturn's icy e ring,s c i e n t i s t s | h a v e | s u s p e c t e d | e n c e l a d u s | a s | g e o l o g i c a l l y | a c t i v e | a n d | a | p o s s i b l e | s o u r c e | o f | s a t u r n ' s | i c y | e | r i n g |,142080,FEMALE
345,5167539952897516709.wav,"Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.",already reporting in english and japanese the global organization is launching spanish italian and korean-language programs for television the web and mobile devices,a l r e a d y | r e p o r t i n g | i n | e n g l i s h | a n d | j a p a n e s e | t h e | g l o b a l | o r g a n i z a t i o n | i s | l a u n c h i n g | s p a n i s h | i t a l i a n | a n d | k o r e a n - l a n g u a g e | p r o g r a m s | f o r | t e l e v i s i o n | t h e | w e b | a n d | m o b i l e | d e v i c e s |,216960,FEMALE
350,16595055577649806144.wav,Scientists are working to create a reactor that can make energy in the same way.,scientists are working to create a reactor that can make energy in the same way,s c i e n t i s t s | a r e | w o r k i n g | t o | c r e a t e | a | r e a c t o r | t h a t | c a n | m a k e | e n e r g y | i n | t h e | s a m e | w a y |,76800,MALE
1125,6776070755296666110.wav,"As the areas are sparsely populated, and light pollution therefore often not a problem, you will also be able to enjoy the stars.",as the areas are sparsely populated and light pollution therefore often not a problem you will also be able to enjoy the stars,a s | t h e | a r e a s | a r e | s p a r s e l y | p o p u l a t e d | a n d | l i g h t | p o l l u t i o n | t h e r e f o r e | o f t e n | n o t | a | p r o b l e m | y o u | w i l l | a l s o | b e | a b l e | t o | e n j o y | t h e | s t a r s |,149760,FEMALE
274,7766373489214630613.wav,There is concern that patients may continue to infect more people by going through their daily routines if the flu symptoms remain mild.,there is concern that patients may continue to infect more people by going through their daily routines if the flu symptoms remain mild,t h e r e | i s | c o n c e r n | t h a t | p a t i e n t s | m a y | c o n t i n u e | t o | i n f e c t | m o r e | p e o p l e | b y | g o i n g | t h r o u g h | t h e i r | d a i l y | r o u t i n e s | i f | t h e | f l u | s y m p t o m s | r e m a i n | m i l d |,129600,FEMALE
961,2305170046689612101.wav,This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below),this flight is not the only option if you want to skip the south pacific and the west coast of south america. see below,t h i s | f l i g h t | i s | n o t | t h e | o n l y | o p t i o n | i f | y o u | w a n t | t o | s k i p | t h e | s o u t h | p a c i f i c | a n d | t h e | w e s t | c o a s t | o f | s o u t h | a m e r i c a . | s e e | b e l o w |,214080,FEMALE
727,419417262766269766.wav,"There are a number of restaurants surrounding the garden, and in the afternoons and evening there free concerts are often given from the central gazebo.",there are a number of restaurants surrounding the garden and in the afternoons and evening there free concerts are often given from the central gazebo,t h e r e | a r e | a | n u m b e r | o f | r e s t a u r a n t s | s u r r o u n d i n g | t h e | g a r d e n | a n d | i n | t h e | a f t e r n o o n s | a n d | e v e n i n g | t h e r e | f r e e | c o n c e r t s | a r e | o f t e n | g i v e n | f r o m | t h e | c e n t r a l | g a z e b o |,156480,FEMALE
1094,17690152378970281180.wav,"Most deaths happen as result of fatigue trying to swim back against the current, which may be impossible.",most deaths happen as result of fatigue trying to swim back against the current which may be impossible,m o s t | d e a t h s | h a p p e n | a s | r e s u l t | o f | f a t i g u e | t r y i n g | t o | s w i m | b a c k | a g a i n s t | t h e | c u r r e n t | w h i c h | m a y | b e | i m p o s s i b l e |,200640,FEMALE
77,13174289923849428531.wav,"He did, however, reiterate his earlier statement that Roe v. Wade was the ""settled law of the land"", emphasizing the importance of consistent Supreme Court rulings.",he did however reiterate his earlier statement that roe v wade was the settled law of the land emphasizing the importance of consistent supreme court rulings,h e | d i d | h o w e v e r | r e i t e r a t e | h i s | e a r l i e r | s t a t e m e n t | t h a t | r o e | v | w a d e | w a s | t h e | s e t t l e d | l a w | o f | t h e | l a n d | e m p h a s i z i n g | t h e | i m p o r t a n c e | o f | c o n s i s t e n t | s u p r e m e | c o u r t | r u l i n g s |,209280,FEMALE
330,16092930470614346641.wav,"During his time with the team, he scored 403 goals in 468 appearances.",during his time with the team he scored 403 goals in 468 appearances,d u r i n g | h i s | t i m e | w i t h | t h e | t e a m | h e | s c o r e d | 4 0 3 | g o a l s | i n | 4 6 8 | a p p e a r a n c e s |,123840,FEMALE
1455,9287571664249832713.wav,The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.,the distinct characteristics of the internet lead to additional dimensions in terms of the uses and gratifications approach,t h e | d i s t i n c t | c h a r a c t e r i s t i c s | o f | t h e | i n t e r n e t | l e a d | t o | a d d i t i o n a l | d i m e n s i o n s | i n | t e r m s | o f | t h e | u s e s | a n d | g r a t i f i c a t i o n s | a p p r o a c h |,180480,FEMALE
1362,7389258131424545123.wav,"Ocelots like to eat small animals. They will catch monkeys, snakes, rodents and birds if they can. Almost all of the animals that the ocelot hunts are far smaller than it is.",ocelots like to eat small animals they will catch monkeys snakes rodents and birds if they can almost all of the animals that the ocelot hunts are far smaller than it is,o c e l o t s | l i k e | t o | e a t | s m a l l | a n i m a l s | t h e y | w i l l | c a t c h | m o n k e y s | s n a k e s | r o d e n t s | a n d | b i r d s | i f | t h e y | c a n | a l m o s t | a l l | o f | t h e | a n i m a l s | t h a t | t h e | o c e l o t | h u n t s | a r e | f a r | s m a l l e r | t h a n | i t | i s |,175680,FEMALE
847,4114366914805351339.wav,Boomerang throwing is a popular skill that many tourists want to acquire.,boomerang throwing is a popular skill that many tourists want to acquire,b o o m e r a n g | t h r o w i n g | i s | a | p o p u l a r | s k i l l | t h a t | m a n y | t o u r i s t s | w a n t | t o | a c q u i r e |,119040,FEMALE
973,13546164985487902870.wav,"Nevertheless, all French-speaking Belgians and Swiss would have learned standard French in school, so they would be able to understand you even if you used the standard French numbering system.",nevertheless all french-speaking belgians and swiss would have learned standard french in school so they would be able to understand you even if you used the standard french numbering system,n e v e r t h e l e s s | a l l | f r e n c h - s p e a k i n g | b e l g i a n s | a n d | s w i s s | w o u l d | h a v e | l e a r n e d | s t a n d a r d | f r e n c h | i n | s c h o o l | s o | t h e y | w o u l d | b e | a b l e | t o | u n d e r s t a n d | y o u | e v e n | i f | y o u | u s e d | t h e | s t a n d a r d | f r e n c h | n u m b e r i n g | s y s t e m |,187200,MALE
710,15613082369902204687.wav,"That said, expect to be out of breath, and take care in the steeper portions, especially when wet, as it can become dangerous quickly.",that said expect to be out of breath and take care in the steeper portions especially when wet as it can become dangerous quickly,t h a t | s a i d | e x p e c t | t o | b e | o u t | o f | b r e a t h | a n d | t a k e | c a r e | i n | t h e | s t e e p e r | p o r t i o n s | e s p e c i a l l y | w h e n | w e t | a s | i t | c a n | b e c o m e | d a n g e r o u s | q u i c k l y |,230400,FEMALE
537,3358591104409858290.wav,"Beaches, theme parks and camp grounds are often the most common places frequented by recreational tourists.",beaches theme parks and camp grounds are often the most common places frequented by recreational tourists,b e a c h e s | t h e m e | p a r k s | a n d | c a m p | g r o u n d s | a r e | o f t e n | t h e | m o s t | c o m m o n | p l a c e s | f r e q u e n t e d | b y | r e c r e a t i o n a l | t o u r i s t s |,128640,FEMALE
1355,16508984281553816576.wav,"Infectious diseases themselves, or dangerous animals that can injure or kill people by force, do not usually qualify as pests.",infectious diseases themselves or dangerous animals that can injure or kill people by force do not usually qualify as pests,i n f e c t i o u s | d i s e a s e s | t h e m s e l v e s | o r | d a n g e r o u s | a n i m a l s | t h a t | c a n | i n j u r e | o r | k i l l | p e o p l e | b y | f o r c e | d o | n o t | u s u a l l y | q u a l i f y | a s | p e s t s |,139200,FEMALE
313,18435489373169469368.wav,"The 30-year-old husband, who was born in Buffalo, was one of the four killed in the shooting, but his wife was not hurt.",the 30-year-old husband who was born in buffalo was one of the four killed in the shooting but his wife was not hurt,t h e | 3 0 - y e a r - o l d | h u s b a n d | w h o | w a s | b o r n | i n | b u f f a l o | w a s | o n e | o f | t h e | f o u r | k i l l e d | i n | t h e | s h o o t i n g | b u t | h i s | w i f e | w a s | n o t | h u r t |,149760,MALE
